MD1,MDP,MD3,delta_MDP,delta_MD3,allowed_by_LHC,allowed_by_DD,allowed_by_ID,allowed_by_RD
0,60.0,100.0,200.0,40.0,140.0,1,0,0,0
1,60.0,100.0,300.0,40.0,240.0,1,0,0,0
2,60.0,100.0,400.0,40.0,340.0,1,0,0,0
